masdar,screeve,subject,conjugation
აჩქარება,Aorist,3rd singular,იჩქარა
აჩქარება,Aorist,1st plural,ვიჩქარეთ
აჩქარება,Aorist,2nd plural,იჩქარეთ
აჩქარება,Aorist,3rd plural,იჩქარეს
აჩქარება,Present,1st singular,მეჩქარება
აჩქარება,Present,2nd singular,გეჩქარება
აჩქარება,Present,3rd singular,ეჩქარება
აჩქარება,Present,1st plural,გვეჩქარება
აჩქარება,Present,2nd plural,გეჩქარებათ
აჩქარება,Present,3rd plural,ეჩქარებათ
აჩქარება,Aorist,1st singular,მეჩქარებოდა
აჩქარება,Aorist,2nd singular,გეჩქარებოდა
აჩქარება,Aorist,3rd singular,ეჩქარებოდა
აჩქარება,Aorist,1st plural,გვეჩქარებოდა
აჩქარება,Aorist,2nd plural,გეჩქარებოდათ
აჩქარება,Aorist,3rd plural,ეჩქარებოდათ
ტკივილი,Present,1st singular,+2)(&!
ტკივილი,Present,2nd singular,#2)(&!
ტკივილი,Present,3rd singular,12)(&!
ტკივილი,Present,1st plural,#&2)(&!
ტკივილი,Present,2nd plural,#2)(&!'
ტკივილი,Present,3rd plural,12)(&!'
ტკივილი,Aorist,1st singular,!+2)(&$!
ტკივილი,Aorist,2nd singular,!#2)(&$!
ტკივილი,Aorist,3rd singular,!12)(&$!
ტკივილი,Aorist,1st plural,!#&2)(&$!
ტკივილი,Aorist,2nd plural,!#2)(&$!'
ტკივილი,Aorist,3rd plural,!12)(&$!'
ტკივილი,Future,1st singular,"!+2)(&$%""!"
ტკივილი,Future,2nd singular,"!#2)(&$%""!"
ტკივილი,Future,3rd singular,"!12)(&$%""!"
ტკივილი,Future,1st plural,"!#&2)(&$%""!"
ტკივილი,Future,2nd plural,"!#2)(&$%""!'"
ტკივილი,Future,3rd plural,"!12)(&$%""!'"
გაუმჯობესება,Present,1st singular,ვაუმჯობესებ
გაუმჯობესება,Present,2nd singular,აუმჯობესებ
გაუმჯობესება,Present,3rd singular,აუმჯობესებს
გაუმჯობესება,Present,1st plural,ვაუმჯობესებთ
გაუმჯობესება,Present,2nd plural,აუმჯობესებთ
გაუმჯობესება,Present,3rd plural,აუმჯობესებენ
გაუმჯობესება,Aorist,1st singular,გავაუმჯობესე
გაუმჯობესება,Aorist,2nd singular,გააუმჯობესე
გაუმჯობესება,Aorist,3rd singular,გააუმჯობესა
გაუმჯობესება,Aorist,1st plural,გავაუმჯობესეთ
გაუმჯობესება,Aorist,2nd plural,გააუმჯობესეთ
გაუმჯობესება,Aorist,3rd plural,გააუმჯობესეს
აღნიშვნა,Present,1st singular,აღვნიშნავ
აღნიშვნა,Present,2nd singular,აღნიშნავ
აღნიშვნა,Present,3rd singular,აღნიშნავს
აღნიშვნა,Present,1st plural,აღვნიშნავთ
აღნიშვნა,Present,2nd plural,აღნიშნავთ
აღნიშვნა,Present,3rd plural,აღნიშნავენ
შეტყობინება,Present,1st singular,ვატყობინებ
შეტყობინება,Present,2nd singular,ატყობინებ
შეტყობინება,Present,3rd singular,ატყობინებს
შეტყობინება,Present,1st plural,ვატყობინებთ
შეტყობინება,Present,2nd plural,ატყობინებთ
შეტყობინება,Present,3rd plural,ატყობინებენ
შეტყობინება,Aorist,1st singular,შევატყობინე
შეტყობინება,Aorist,2nd singular,შეატყობინე
შეტყობინება,Aorist,3rd singular,შეატყობინა
შეტყობინება,Aorist,1st plural,შევატყობინეთ
შეტყობინება,Aorist,2nd plural,შეატყობინეთ
შეტყობინება,Aorist,3rd plural,შეატყობინეს
დაპირება,Present,1st singular,ვაპირებ
დაპირება,Present,2nd singular,აპირებ
დაპირება,Present,3rd singular,აპირებს
დაპირება,Present,1st plural,ვაპირებთ
დაპირება,Present,2nd plural,აპირებთ
დაპირება,Present,3rd plural,აპირებენ
დაპირება,Aorist,1st singular,დავაპირე
დაპირება,Aorist,2nd singular,დააპირე
დაპირება,Aorist,3rd singular,დააპირა
დაპირება,Aorist,1st plural,დავაპირეთ
დაპირება,Aorist,2nd plural,დააპირეთ
დაპირება,Aorist,3rd plural,დააპირეს
დაინტერესება,Present,1st singular,მაინტერესებს
დაინტერესება,Present,2nd singular,გაინტერესებს
დაინტერესება,Present,3rd singular,აინტერესებს
დაინტერესება,Present,1st plural,გვაინტერესებს
დაინტერესება,Present,2nd plural,გაინტერესებთ
დაინტერესება,Present,3rd plural,აინტერესებთ
დაინტერესება,Aorist,1st singular,დამაინტერესა
დაინტერესება,Aorist,2nd singular,დაგაინტერესა
დაინტერესება,Aorist,3rd singular,დააინტერესა
დაინტერესება,Aorist,1st plural,დაგვაინტერესა
დაინტერესება,Aorist,2nd plural,დაგაინტერესათ
დაინტერესება,Aorist,3rd plural,დააინტერესათ
შეწყვეტინება,Present,1st singular,ვაწყვეტინებ
შეწყვეტინება,Present,2nd singular,აწყვეტინებ
შეწყვეტინება,Present,3rd singular,აწყვეტინებს
შეწყვეტინება,Present,1st plural,ვაწყვეტინებთ
შეწყვეტინება,Present,2nd plural,აწყვეტინებთ
შეწყვეტინება,Present,3rd plural,აწყვეტინებენ
შეწყვეტინება,Aorist,1st singular,შევაწყვეტინე
შეწყვეტინება,Aorist,2nd singular,შეაწყვეტინე
შეწყვეტინება,Aorist,3rd singular,შეაწყვეტინა
შეწყვეტინება,Aorist,1st plural,შევაწყვეტინეთ
შეწყვეტინება,Aorist,2nd plural,შეაწყვეტინეთ
შეწყვეტინება,Aorist,3rd plural,შეაწყვეტინეს
გაცნობა,Present,1st singular,ვაცნობ
გაცნობა,Present,2nd singular,აცნობ
გაცნობა,Present,3rd singular,აცნობს
გაცნობა,Present,1st plural,ვაცნობთ
გაცნობა,Present,2nd plural,აცნობთ
გაცნობა,Present,3rd plural,აცნობენ
გაცნობა,Aorist,1st singular,გავაცნე
გაცნობა,Aorist,2nd singular,გააცნე
გაცნობა,Aorist,3rd singular,გააცნო
გაცნობა,Aorist,1st plural,გავაცნეთ
გაცნობა,Aorist,2nd plural,გააცნეთ
გაცნობა,Aorist,3rd plural,გააცნეს
გამოკვლევა,Present,1st singular,&()&*%&
გამოკვლევა,Present,2nd singular,()&*%&
გამოკვლევა,Present,3rd singular,()&*%&1
გამოკვლევა,Present,1st plural,&()&*%&'
გამოკვლევა,Present,2nd plural,()&*%&'
გამოკვლევა,Present,3rd plural,"()&*%&%,"
გამოკვლევა,Aorist,1st singular,#!+-&()&*(%
გამოკვლევა,Aorist,2nd singular,#!+-()&*(%
გამოკვლევა,Aorist,3rd singular,#!+-()&*(!
გამოკვლევა,Aorist,1st plural,#!+-&()&*(%'
გამოკვლევა,Aorist,2nd plural,#!+-()&*(%'
გამოკვლევა,Aorist,3rd plural,#!+-()&*(%1
დაპატიჟება,Present,1st singular,"&.!2(/%"""
დაპატიჟება,Present,2nd singular,".!2(/%"""
დაპატიჟება,Present,3rd singular,".!2(/%""1"
დაპატიჟება,Present,1st plural,"&.!2(/%""'"
დაპატიჟება,Present,2nd plural,".!2(/%""'"
დაპატიჟება,Present,3rd plural,".!2(/%""%,"
დაპატიჟება,Aorist,1st singular,$!&.!2(/%
დაპატიჟება,Aorist,2nd singular,$!.!2(/%
დაპატიჟება,Aorist,3rd singular,$!.!2(/!
დაპატიჟება,Aorist,1st plural,$!&.!2(/%'
დაპატიჟება,Aorist,2nd plural,$!.!2(/%'
დაპატიჟება,Aorist,3rd plural,$!.!2(/%1
დაუდოება,Present,1st singular,ვაუთოებ
დაუდოება,Present,2nd singular,აუთოებ
დაუდოება,Present,3rd singular,აუთოებს
დაუდოება,Present,1st plural,ვაუთოებთ
დაუდოება,Present,2nd plural,აუთოებთ
დაუდოება,Present,3rd plural,აუთოებენ
დაუდოება,Aorist,1st singular,დავაუთოვე
დაუდოება,Aorist,2nd singular,დააუთოვე
დაუდოება,Aorist,3rd singular,დააუთოვა
დაუდოება,Aorist,1st plural,დავაუთოვეთ
დაუდოება,Aorist,2nd plural,დააუთოვეთ
დაუდოება,Aorist,3rd plural,დააუთოვეს
ეჭვიანობა,Present,1st singular,ვეჭვიანობ
ეჭვიანობა,Present,2nd singular,ეჭვიანობ
ეჭვიანობა,Present,3rd singular,ეჭვიანობს
ეჭვიანობა,Present,1st plural,ვეჭვიანობთ
ეჭვიანობა,Present,2nd plural,ეჭვიანობთ
ეჭვიანობა,Present,3rd plural,ეჭვიანობენ
ეჭვიანობა,Aorist,1st singular,ვიეჭვიანე
ეჭვიანობა,Aorist,2nd singular,იეჭვიანე
ეჭვიანობა,Aorist,3rd singular,იეჭვიანა
ეჭვიანობა,Aorist,1st plural,ვიეჭვიანეთ
ეჭვიანობა,Aorist,2nd plural,იეჭვიანეთ
ეჭვიანობა,Aorist,3rd plural,იეჭვიანეს
ხუმრობა,Present,1st singular,ვხუმრობ
ხუმრობა,Present,2nd singular,ხუმრობ
ხუმრობა,Present,3rd singular,ხუმრობს
ხუმრობა,Present,1st plural,ვხუმრობთ
ხუმრობა,Present,2nd plural,ხუმრობთ
ხუმრობა,Present,3rd plural,ხუმრობენ
ხუმრობა,Aorist,1st singular,ვიხუმრე
ხუმრობა,Aorist,2nd singular,იხუმრე
ხუმრობა,Aorist,3rd singular,იხუმრა
ხუმრობა,Aorist,1st plural,ვიხუმრეთ
ხუმრობა,Aorist,2nd plural,იხუმრეთ
ხუმრობა,Aorist,3rd plural,იხუმრეს
ხტომა,Present,1st singular,ვხტები
ხტომა,Present,2nd singular,ხტები
ხტომა,Present,3rd singular,ხტება
ხტომა,Present,1st plural,ვხტებით
ხტომა,Present,2nd plural,ხტებით
ხტომა,Present,3rd plural,ხტებიან
ხტომა,Aorist,1st singular,გადავხტი
ხტომა,Aorist,2nd singular,გადახტი
ხტომა,Aorist,3rd singular,გადახტა
ხტომა,Aorist,1st plural,გადავხტით
ხტომა,Aorist,2nd plural,გადახტით
ხტომა,Aorist,3rd plural,გადახტნენ
შენახვა,Present,1st singular,ვინახავ
შენახვა,Present,2nd singular,ინახავ
შენახვა,Present,3rd singular,ინახავს
შენახვა,Present,1st plural,ვინახავთ
შენახვა,Present,2nd plural,ინახავთ
შენახვა,Present,3rd plural,ინახავენ
შენახვა,Aorist,1st singular,შევინახე
შენახვა,Aorist,2nd singular,შეინახე
შენახვა,Aorist,3rd singular,შეინახა
შენახვა,Aorist,1st plural,შევინახეთ
შენახვა,Aorist,2nd plural,შეინახეთ
შენახვა,Aorist,3rd plural,შეინახეს
მოკვლა,Present,1st singular,&)*!&
მოკვლა,Present,2nd singular,)ლავ
მოკვლა,Present,3rd singular,)ლავს
მოკვლა,Present,1st plural,&)*!&'
მოკვლა,Present,2nd plural,)ლავთ
მოკვლა,Present,3rd plural,)ლავენ
მოკვლა,Aorist,1st singular,+-&)!*(
მოკვლა,Aorist,2nd singular,+-)!*(
მოკვლა,Aorist,3rd singular,+-)*!
მოკვლა,Aorist,1st plural,+-&)!*('
მოკვლა,Aorist,2nd plural,+-)!*('
მოკვლა,Aorist,3rd plural,+-)*%1
კოცნა,Present,1st singular,"&)-:,("
კოცნა,Present,2nd singular,)ოცნი
კოცნა,Present,3rd singular,)ოცნის
კოცნა,Present,1st plural,"&)-:,('"
კოცნა,Present,2nd plural,)ოცნით
კოცნა,Present,3rd plural,)ოცნიან
კოცნა,Aorist,1st singular,&!)-:%
კოცნა,Aorist,2nd singular,!)-:%
კოცნა,Aorist,3rd singular,!)-:!
კოცნა,Aorist,1st plural,&!)-:%'
კოცნა,Aorist,2nd plural,!)-:%'
კოცნა,Aorist,3rd plural,!)-:%1
დაკაკუნება,Present,1st singular,"&!)!)3,%"""
დაკაკუნება,Present,2nd singular,"!)!)3,%"""
დაკაკუნება,Present,3rd singular,"!)!)3,%""1"
დაკაკუნება,Present,1st plural,"&!)!)3,%""'"
დაკაკუნება,Present,2nd plural,"!)!)3,%""'"
დაკაკუნება,Present,3rd plural,"!)!)3,%""%,"
დაკაკუნება,Aorist,1st singular,"$!&!)!)3,%"
დაკაკუნება,Aorist,2nd singular,"$!!)!)3,%"
დაკაკუნება,Aorist,3rd singular,"$!!)!)3,!"
დაკაკუნება,Aorist,1st plural,"$!&!)!)3,%'"
დაკაკუნება,Aorist,2nd plural,"$!!)!)3,%'"
დაკაკუნება,Aorist,3rd plural,"$!!)!)3,%1"
გაცნობა,Present,1st singular,ვიცნობ
გაცნობა,Present,2nd singular,იცნობ
გაცნობა,Present,3rd singular,იცნობს
გაცნობა,Present,1st plural,ვიცნობთ
გაცნობა,Present,2nd plural,იცნობთ
გაცნობა,Present,3rd plural,იცნობენ
გაცნობა,Aorist,1st singular,გავიცანი
გაცნობა,Aorist,2nd singular,გაიცანი
გაცნობა,Aorist,3rd singular,გაიცნო
გაცნობა,Aorist,1st plural,გავიცანით
გაცნობა,Aorist,2nd plural,გაიცანით
გაცნობა,Aorist,3rd plural,გაიცნეს
ცოდნა,Present,1st singular,ვიცი
ცოდნა,Present,2nd singular,იცი
ცოდნა,Present,3rd singular,იცის
ცოდნა,Present,1st plural,ვიცით
ცოდნა,Present,2nd plural,იცით
ცოდნა,Present,3rd plural,იციან
ცოდნა,Aorist,1st singular,ვიცოდი
ცოდნა,Aorist,2nd singular,იცოდი
ცოდნა,Aorist,3rd singular,იცოდა
ცოდნა,Aorist,1st plural,ვიცოდით
ცოდნა,Aorist,2nd plural,იცოდით
ცოდნა,Aorist,3rd plural,იცოდნენ
ცოდნა,Future,1st singular,მეცოდინება
ცოდნა,Future,2nd singular,გეცოდინება
ცოდნა,Future,3rd singular,ეცოდინება
ცოდნა,Future,1st plural,გვეცოდინება
ცოდნა,Future,2nd plural,გეცოდინებათ
ცოდნა,Future,3rd plural,ეცოდინებათ
დაგვიანება,Present,1st singular,ვაგვიანებ
დაგვიანება,Present,2nd singular,აგვიანებ
დაგვიანება,Present,3rd singular,აგვიანებს
დაგვიანება,Present,1st plural,ვაგვიანებთ
დაგვიანება,Present,2nd plural,აგვიანებთ
დაგვიანება,Present,3rd plural,აგვიანებენ
დაგვიანება,Aorist,1st singular,დავაგვიანე
დაგვიანება,Aorist,2nd singular,დააგვიანე
დაგვიანება,Aorist,3rd singular,დააგვიანა
დაგვიანება,Aorist,1st plural,დავაგვიანეთ
დაგვიანება,Aorist,2nd plural,დააგვიანეთ
დაგვიანება,Aorist,3rd plural,დააგვიანეს
გაცინება,Present,1st singular,ვიცინი
გაცინება,Present,2nd singular,იცინი
გაცინება,Present,3rd singular,იცინის
გაცინება,Present,1st plural,ვიცინით
გაცინება,Present,2nd plural,იცინით
გაცინება,Present,3rd plural,იცინიან
გაცინება,Aorist,1st singular,ვიცინე
გაცინება,Aorist,2nd singular,იცინე
გაცინება,Aorist,3rd singular,იცინა
გაცინება,Aorist,1st plural,ვიცინეთ
გაცინება,Aorist,2nd plural,იცინეთ
გაცინება,Aorist,3rd plural,იცინეს
გაცინება,Future,1st singular,ვიცინებ
გაცინება,Future,2nd singular,იცინებ
გაცინება,Future,3rd singular,იცინებს
გაცინება,Future,1st plural,ვიცინებთ
გაცინება,Future,2nd plural,იცინებთ
გაცინება,Future,3rd plural,იცინებენ
დაწოლა,Present,1st singular,ვწევარ
დაწოლა,Present,2nd singular,წევხარ
დაწოლა,Present,3rd singular,წევს
დაწოლა,Present,1st plural,ვწევართ
დაწოლა,Present,2nd plural,წევხართ
დაწოლა,Present,3rd plural,წვანან
დაწოლა,Aorist,1st singular,დავწექი
დაწოლა,Aorist,2nd singular,დაწექი
დაწოლა,Aorist,3rd singular,დაწვა
დაწოლა,Aorist,1st plural,დავწექით
დაწოლა,Aorist,2nd plural,დაწექით
დაწოლა,Aorist,3rd plural,დაწვნენ
დაწოლა,Future,1st singular,დავწვები
დაწოლა,Future,2nd singular,დაწვები
დაწოლა,Future,3rd singular,დაწვება
დაწოლა,Future,1st plural,დავწვებით
დაწოლა,Future,2nd plural,დაწვებით
დაწოლა,Future,3rd plural,დაწვებიან
დატოვება,Present,1st singular,ვტოვებ
დატოვება,Present,2nd singular,ტოვებ
დატოვება,Present,3rd singular,ტოვებს
დატოვება,Present,1st plural,ვტოვებთ
დატოვება,Present,2nd plural,ტოვებთ
დატოვება,Present,3rd plural,ტოვებენ
დატოვება,Aorist,1st singular,დავტოვე
დატოვება,Aorist,2nd singular,დატოვე
დატოვება,Aorist,3rd singular,დატოვა
დატოვება,Aorist,1st plural,დავტოვეთ
დატოვება,Aorist,2nd plural,დატოვეთ
დატოვება,Aorist,3rd plural,დატოვეს
გაშვება,Present,1st singular,ვუშვებ
გაშვება,Present,2nd singular,უშვებ
გაშვება,Present,3rd singular,უშვებს
გაშვება,Present,1st plural,ვუშვებთ
გაშვება,Present,2nd plural,უშვებთ
გაშვება,Present,3rd plural,უშვებენ
გაშვება,Aorist,1st singular,გავუშვი
გაშვება,Aorist,2nd singular,გაუშვი
გაშვება,Aorist,3rd singular,გაუშვა
გაშვება,Aorist,1st plural,გავუშვით
გაშვება,Aorist,2nd plural,გაუშვით
გაშვება,Aorist,3rd plural,გაუშვეს
მოტყუება,Present,1st singular,ვიტყუები
მოტყუება,Present,2nd singular,იტყუები
მოტყუება,Present,3rd singular,იტყუება
მოტყუება,Present,1st plural,ვიტყუებით
მოტყუება,Present,2nd plural,იტყუებით
მოტყუება,Present,3rd plural,იტყუებიან
მოტყუება,Aorist,1st singular,მოვიტყუე
მოტყუება,Aorist,2nd singular,მოიტყუე
მოტყუება,Aorist,3rd singular,მოიტყუა
მოტყუება,Aorist,1st plural,მოვიტყუეთ
მოტყუება,Aorist,2nd plural,მოიტყუეთ
მოტყუება,Aorist,3rd plural,მოიტყუეს
აწევა,Present,1st singular,ვწევ
აწევა,Present,2nd singular,წევ
აწევა,Present,3rd singular,წევს
აწევა,Present,1st plural,ვწევთ
აწევა,Present,2nd plural,წევთ
აწევა,Present,3rd plural,წევენ
აწევა,Aorist,1st singular,ავწიე
აწევა,Aorist,2nd singular,აწიე
აწევა,Aorist,3rd singular,აწია
აწევა,Aorist,1st plural,ავწიეთ
აწევა,Aorist,2nd plural,აწიეთ
აწევა,Aorist,3rd plural,აწიეს
მოწონება,Present,1st singular,მომწონს
მოწონება,Present,2nd singular,მოგწონს
მოწონება,Present,3rd singular,მოსწონს
მოწონება,Present,1st plural,მოგვწონს
მოწონება,Present,2nd plural,მოგწონთ
მოწონება,Present,3rd plural,მოსწონთ
მოწონება,Aorist,1st singular,მომეწონა
მოწონება,Aorist,2nd singular,მოგეწონა
მოწონება,Aorist,3rd singular,მოეწონა
მოწონება,Aorist,1st plural,მოგვეწონა
მოწონება,Aorist,2nd plural,მოგეწონათ
მოწონება,Aorist,3rd plural,მოეწონათ
მოწონება,Future,1st singular,მომეწონება
მოწონება,Future,2nd singular,მოგეწონება
მოწონება,Future,3rd singular,მოეწონება
მოწონება,Future,1st plural,მოგვეწონება
მოწონება,Future,2nd plural,მოგეწონებათ
მოწონება,Future,3rd plural,მოეწონებათ
მოსმენა,Present,1st singular,ვუსმენ
მოსმენა,Present,2nd singular,უსმენ
მოსმენა,Present,3rd singular,უსმენს
მოსმენა,Present,1st plural,ვუსმენთ
მოსმენა,Present,2nd plural,უსმენთ
მოსმენა,Present,3rd plural,უსმენენ
მოსმენა,Aorist,1st singular,მოვუსმინე
მოსმენა,Aorist,2nd singular,მოუსმინე
მოსმენა,Aorist,3rd singular,მოუსმინა
მოსმენა,Aorist,1st plural,მოვუსმინეთ
მოსმენა,Aorist,2nd plural,მოუსმინეთ
მოსმენა,Aorist,3rd plural,მოუსმინეს
სიცოცხლე,Present,1st singular,ვცოცხლობ
სიცოცხლე,Present,2nd singular,ცოცხლობ
სიცოცხლე,Present,3rd singular,ცოცხლობს
სიცოცხლე,Present,1st plural,ვცოცხლობთ
სიცოცხლე,Present,2nd plural,ცოცხლობთ
სიცოცხლე,Present,3rd plural,ცოცხლობენ
სიცოცხლე,Aorist,1st singular,ვიცოცხლე
სიცოცხლე,Aorist,2nd singular,იცოცხლე
სიცოცხლე,Aorist,3rd singular,იცოცხლა
სიცოცხლე,Aorist,1st plural,ვიცოცხლეთ
სიცოცხლე,Aorist,2nd plural,იცოცხლეთ
სიცოცხლე,Aorist,3rd plural,იცოცხლეს
ცხოვრება,Present,1st singular,ვცხოვრობ
ცხოვრება,Present,2nd singular,ცხოვრობ
ცხოვრება,Present,3rd singular,ცხოვრობს
ცხოვრება,Present,1st plural,ვცხობრობთ
ცხოვრება,Present,2nd plural,ცხოვრობთ
ცხოვრება,Present,3rd plural,ცხოვრობენ
ცხოვრება,Aorist,1st singular,ვიცხოვრე
ცხოვრება,Aorist,2nd singular,იცხოვრე
ცხოვრება,Aorist,3rd singular,იცხოვრა
ცხოვრება,Aorist,1st plural,ვიცხოვრეთ
ცხოვრება,Aorist,2nd plural,იცხოვრეთ
ცხოვრება,Aorist,3rd plural,იცხოვრეს
დაკეტვა,Present,1st singular,&)%2!&
დაკეტვა,Present,2nd singular,)ეტავ
დაკეტვა,Present,3rd singular,)ეტავს
დაკეტვა,Present,1st plural,&)%2!&'
დაკეტვა,Present,2nd plural,)ეტავთ
დაკეტვა,Present,3rd plural,)ეტავენ
დაკეტვა,Aorist,1st singular,$!&)%2%
დაკეტვა,Aorist,2nd singular,$!)%2%
დაკეტვა,Aorist,3rd singular,$!)%2!
დაკეტვა,Aorist,1st plural,$!&)%2%'
დაკეტვა,Aorist,2nd plural,$!)%2%'
დაკეტვა,Aorist,3rd plural,$!)%2%1
ძებნა,Present,1st singular,ვეძებ
ძებნა,Present,2nd singular,ეძებ
ძებნა,Present,3rd singular,ეძებს
ძებნა,Present,1st plural,ვეძებთ
ძებნა,Present,2nd plural,ეძებთ
ძებნა,Present,3rd plural,ეძებენ
ძებნა,Aorist,1st singular,მოვძებნე
ძებნა,Aorist,2nd singular,მოძებნე
ძებნა,Aorist,3rd singular,მოძებნა
ძებნა,Aorist,1st plural,მოვძებნეთ
ძებნა,Aorist,2nd plural,მოძებნეთ
ძებნა,Aorist,3rd plural,მოძებნეს
ძებნა,Future,1st singular,მოვძებნი
ძებნა,Future,2nd singular,მოძებნი
ძებნა,Future,3rd singular,მოძებნის
ძებნა,Future,1st plural,მოვძებნით
ძებნა,Future,2nd plural,მოძებნით
ძებნა,Future,3rd plural,მოძებნიან
მსგავსება,Present,1st singular,მგავს
მსგავსება,Present,2nd singular,გგავს
მსგავსება,Present,3rd singular,ჰგავს
მსგავსება,Present,1st plural,გვგავს
მსგავსება,Present,2nd plural,მგავთ
მსგავსება,Present,3rd plural,ჰგავთ
მსგავსება,Aorist,1st singular,მგავდა
მსგავსება,Aorist,2nd singular,გგავდა
მსგავსება,Aorist,3rd singular,ჰგავდა
მსგავსება,Aorist,1st plural,გვგავდა
მსგავსება,Aorist,2nd plural,გგავდათ
მსგავსება,Aorist,3rd plural,ჰგავდათ
მსგავსება,Future,1st singular,დამემგავნება
მსგავსება,Future,2nd singular,დაგემგავნება
მსგავსება,Future,3rd singular,დაემგავნება
მსგავსება,Future,1st plural,დაგვემგავნება
მსგავსება,Future,2nd plural,დაგემგავნებათ
მსგავსება,Future,3rd plural,დაემგავნებათ
დაკარგვა,Present,1st singular,&)!0#!&
დაკარგვა,Present,2nd singular,)არგავ
დაკარგვა,Present,3rd singular,)არგავს
დაკარგვა,Present,1st plural,&)!0#!&'
დაკარგვა,Present,2nd plural,)არგავთ
დაკარგვა,Present,3rd plural,)არგავენ
დაკარგვა,Aorist,1st singular,$!&)!0#%
დაკარგვა,Aorist,2nd singular,$!)!0#%
დაკარგვა,Aorist,3rd singular,$!)!0#!
დაკარგვა,Aorist,1st plural,$!&)!0#%'
დაკარგვა,Aorist,2nd plural,$!)!0#%'
დაკარგვა,Aorist,3rd plural,$!)!0#%1
სიყვარული,Present,1st singular,მიყვარს
სიყვარული,Present,2nd singular,გიყვარს
სიყვარული,Present,3rd singular,უყვარს
სიყვარული,Present,1st plural,გვიყვარს
სიყვარული,Present,2nd plural,გიყვართ
სიყვარული,Present,3rd plural,უყვართ
სიყვარული,Aorist,1st singular,შემიყვარდა
სიყვარული,Aorist,2nd singular,შეგიყვარდა
სიყვარული,Aorist,3rd singular,შეუყვარდა
სიყვარული,Aorist,1st plural,შეგვიყვარდა
სიყვარული,Aorist,2nd plural,შეგიყვარდათ
სიყვარული,Aorist,3rd plural,შეუყვარდათ
სიყვარული,Future,1st singular,შემიყვარდება
სიყვარული,Future,2nd singular,შეგიყვარდება
სიყვარული,Future,3rd singular,შეუყვარდება
სიყვარული,Future,1st plural,შეგვიყვარდება
სიყვარული,Future,2nd plural,შეგიყვარდებათ
სიყვარული,Future,3rd plural,შეუყვარდებათ
გაუმარდლა,Present,1st singular,მიმართლებს
გაუმარდლა,Present,2nd singular,გიმართლებს
გაუმარდლა,Present,3rd singular,უმართლებს
გაუმარდლა,Present,1st plural,გვიმართლევს
გაუმარდლა,Present,2nd plural,გიმართლებთ
გაუმარდლა,Present,3rd plural,უმართლებთ
გაუმარდლა,Aorist,1st singular,გამიმართლე
გაუმარდლა,Aorist,2nd singular,გაგიმართლე
გაუმარდლა,Aorist,3rd singular,გაუმართლე
გაუმარდლა,Aorist,1st plural,გაგვიმართლე
გაუმარდლა,Aorist,2nd plural,გაგიმართლეთ
გაუმარდლა,Aorist,3rd plural,გაუმართლეს
მარდვა,Present,1st singular,ვმართავ
მარდვა,Present,2nd singular,მართავ
მარდვა,Present,3rd singular,მართავს
მარდვა,Present,1st plural,ვმართავთ
მარდვა,Present,2nd plural,მართავთ
მარდვა,Present,3rd plural,მართავენ
მარდვა,Aorist,1st singular,ვმართე
მარდვა,Aorist,2nd singular,მართე
მარდვა,Aorist,3rd singular,მართა
მარდვა,Aorist,1st plural,ვვმართეთ
მარდვა,Aorist,2nd plural,მართეთ
მარდვა,Aorist,3rd plural,მართეს
მოხერხება,Present,1st singular,ვახერხებ
მოხერხება,Present,2nd singular,ახერხებ
მოხერხება,Present,3rd singular,ახერხებს
მოხერხება,Present,1st plural,ვახერხებთ
მოხერხება,Present,2nd plural,ახერხებთ
მოხერხება,Present,3rd plural,ახერხებენ
მოხერხება,Aorist,1st singular,მოვახერხე
მოხერხება,Aorist,2nd singular,მოახერხე
მოხერხება,Aorist,3rd singular,მოახერხა
მოხერხება,Aorist,1st plural,მოვახერხეთ
მოხერხება,Aorist,2nd plural,მოახერხეთ
მოხერხება,Aorist,3rd plural,მოახერხეს
ნიშვნა,Present,1st singular,N/A
ნიშვნა,Present,2nd singular,N/A
ნიშვნა,Present,3rd singular,ნიშნავს
ნიშვნა,Present,1st plural,N/A
ნიშვნა,Present,2nd plural,N/A
ნიშვნა,Present,3rd plural,N/A
გაზომვა,Present,1st singular,ვზომავ
გაზომვა,Present,2nd singular,ზომავ
გაზომვა,Present,3rd singular,ზომავს
გაზომვა,Present,1st plural,ვზომავთ
გაზომვა,Present,2nd plural,ზომავთ
გაზომვა,Present,3rd plural,ზომავენ
შეხვედრა,Present,1st singular,ვხვდები
შეხვედრა,Present,2nd singular,ხვდები
შეხვედრა,Present,3rd singular,ხვდება
შეხვედრა,Present,1st plural,ვხვდებით
შეხვედრა,Present,2nd plural,ხვდებით
შეხვედრა,Present,3rd plural,ხვდებიან
დნობა,Present,1st singular,ვადნობ
დნობა,Present,2nd singular,ადნობ
დნობა,Present,3rd singular,ადნობს
დნობა,Present,1st plural,ვადნობთ
დნობა,Present,2nd plural,ადნობთ
დნობა,Present,3rd plural,ადნობენ
დნობა,Aorist,1st singular,დავადნე
დნობა,Aorist,2nd singular,დაადნე
დნობა,Aorist,3rd singular,დაადნო
დნობა,Aorist,1st plural,დავადნეთ
დნობა,Aorist,2nd plural,დაადნეთ
დნობა,Aorist,3rd plural,დაადნეს
მონატრება,Present,1st singular,მენატრება
მონატრება,Present,2nd singular,გენატრება
მონატრება,Present,3rd singular,ენატრება
მონატრება,Present,1st plural,გვენატრება
